auc_pr,best_threshold,precision,recall,f1,balanced_acc,fpr_at_best_f1,dataset,detector
0.255126898627293,0.6,0.3765432098765432,0.6104883907125701,0.465791081246182,0.7789432078974292,0.052601974917711763,D1,rule
0.170651758121874,0.5206158181407032,0.2174185463659148,0.6945556445156125,0.3311700706241649,0.7822284493150122,0.1300987458855881,D1,stat
0.2295105428525984,0.6023555980775421,0.3006993006993007,0.5852682145716573,0.3972826086956522,0.7572189162521217,0.07083038206741386,D1,iforest
0.11473024553880995,6.338312375348451e-11,0.24082140634723087,0.15492393915132105,0.18855054811205846,0.5647541657341539,0.02541560768301321,D1,lof
0.17193752775131474,0.6167434909259792,0.2338745717265008,0.6285028022417934,0.340896753881229,0.7606807165660865,0.10714136910962044,D1,hybrid
0.2545507175233508,0.7627337918513881,0.3314151747655584,0.622497998398719,0.4325452016689847,0.7785732773544364,0.06535144368984626,D1,hybrid_lr
0.15332403731990146,0.6,0.2585963996869293,0.4956,0.33985942053831647,0.7107973958333333,0.07400520833333334,D2,rule
0.18898530261621282,0.5525690342342191,0.23568186303532662,0.5971,0.33796519032121125,0.7481229166666666,0.10085416666666666,D2,stat
0.2414891347990161,0.507857274637281,0.27779576856649396,0.5147,0.3608384744812114,0.7225036458333334,0.06969270833333334,D2,iforest
0.07699733139806672,6.21305626796817e-16,0.07404762390581322,0.3629,0.12299818671728041,0.5632729166666667,0.23635416666666667,D2,lof
0.19510067773572048,0.5999971571546834,0.2490535107919285,0.6381,0.3582718059571601,0.7689458333333333,0.10020833333333333,D2,hybrid
0.2580780467950185,0.6817351083677238,0.26606825302735204,0.6284,0.37384734368493067,0.769059375,0.09028125,D2,hybrid_lr
0.5906446830011642,0.7,0.5336179295624333,1.0,0.6958942240779401,0.977,0.046,D3,rule
0.3301836868891924,1.0,0.3891625615763547,0.632,0.4817073170731707,0.7898947368421052,0.05221052631578947,D3,stat
0.7478932066817588,0.4956381878410556,0.527027027027027,0.91,0.6674816625916871,0.9335087719298245,0.04298245614035088,D3,iforest
0.11136182044221477,0.07231151298993832,0.1944912872400225,0.23066666666666666,0.21103995120463556,0.5901929824561404,0.05028070175438597,D3,lof
0.3538834502023947,1.0,0.3891625615763547,0.632,0.4817073170731707,0.7898947368421052,0.05221052631578947,D3,hybrid
0.8906355337870955,0.9541430197743965,0.9212880143112702,0.6866666666666666,0.7868601986249045,0.8417894736842105,0.003087719298245614,D3,hybrid_lr
